Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.983",,,"PATRIC.313590.8.CP009301.CDS.1088137.1089363.rev","PATRIC","CDS",1088137,1089363,1227,"-","FIG00554286","PLF_326319_00000450","PGF_00905234",,408,,"Manganese transport protein MntH","GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.984",,,"PATRIC.313590.8.CP009301.CDS.1089399.1090934.rev","PATRIC","CDS",1089399,1090934,1536,"-","FIG00458796","PLF_326319_00000738","PGF_01527728",,511,,"PAS/PAC sensor signal transduction histidine kinase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.99",,,"PATRIC.313590.8.CP009301.CDS.109018.109194.rev","PATRIC","CDS",109018,109194,177,"-","FIG00638284","PLF_326319_00001798","PGF_00320959",,58,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.985",,,"PATRIC.313590.8.CP009301.CDS.1091082.1092620.rev","PATRIC","CDS",1091082,1092620,1539,"-","FIG00000635","PLF_326319_00000434","PGF_05877811",,512,,"AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.986",,,"PATRIC.313590.8.CP009301.CDS.1093391.1095268.rev","PATRIC","CDS",1093391,1095268,1878,"-","FIG01324503","PLF_326319_00000552","PGF_00008392",,625,,"Glutaryl-7-ACA acylase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.100",,,"PATRIC.313590.8.CP009301.CDS.109406.112474.rev","PATRIC","CDS",109406,112474,3069,"-","FIG00016514","PLF_326319_00002940","PGF_00414310",,1022,,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)","GO:0009035|Type I site-specific deoxyribonuclease activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.987",,,"PATRIC.313590.8.CP009301.CDS.1095269.1097284.rev","PATRIC","CDS",1095269,1097284,2016,"-","FIG00000709","PLF_326319_00001121","PGF_08652177",,671,,"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)","GO:0047134|protein-disulfide reductase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.988",,,"PATRIC.313590.8.CP009301.CDS.1097281.1098588.rev","PATRIC","CDS",1097281,1098588,1308,"-","FIG00000257","PLF_326319_00002303","PGF_09087715",,435,,"tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.989",,,"PATRIC.313590.8.CP009301.CDS.1098598.1098774.rev","PATRIC","CDS",1098598,1098774,177,"-","FIG00638284","PLF_326319_00001803","PGF_12911301",,58,,"Uncharacterized protein Fjoh_2917",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.990",,,"PATRIC.313590.8.CP009301.CDS.1098944.1100572.fwd","PATRIC","CDS",1098944,1100572,1629,"+","FIG00138249","PLF_326319_00001038","PGF_05369673",,542,,"Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)","GO:0004485|methylcrotonoyl-CoA carboxylase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.991",,,"PATRIC.313590.8.CP009301.CDS.1100636.1101064.fwd","PATRIC","CDS",1100636,1101064,429,"+","FIG00638284","PLF_326319_00002728","PGF_01526929",,142,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.992",,,"PATRIC.313590.8.CP009301.CDS.1101065.1102453.rev","PATRIC","CDS",1101065,1102453,1389,"-","FIG01064339","PLF_326319_00001404","PGF_02991317",,462,,"Sodium:alanine symporter",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.993",,,"PATRIC.313590.8.CP009301.CDS.1102560.1103639.fwd","PATRIC","CDS",1102560,1103639,1080,"+","FIG00002100","PLF_326319_00000112","PGF_01075732",,359,,"DNA topoisomerase IB (poxvirus type) (EC 5.99.1.2)","GO:0003917|DNA topoisomerase type I activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.994",,,"PATRIC.313590.8.CP009301.CDS.1103724.1104671.rev","PATRIC","CDS",1103724,1104671,948,"-","FIG00000195","PLF_326319_00000802","PGF_00033936",,315,,"Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)","GO:0004639|phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.995",,,"PATRIC.313590.8.CP009301.CDS.1104790.1105746.rev","PATRIC","CDS",1104790,1105746,957,"-","FIG00045341","PLF_326319_00000782","PGF_00033237",,318,,"Phosphate starvation-inducible protein PhoH, predicted ATPase","GO:0003676|nucleic acid binding;GO:0005524|ATP binding;GO:0016036|cellular response to phosphate starvation"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.996",,,"PATRIC.313590.8.CP009301.CDS.1105932.1106768.fwd","PATRIC","CDS",1105932,1106768,837,"+","FIG00648913","PLF_326319_00002034","PGF_01176717",,278,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.997",,,"PATRIC.313590.8.CP009301.CDS.1106765.1107061.fwd","PATRIC","CDS",1106765,1107061,297,"+","FIG00648851","PLF_326319_00002033","PGF_00353272",,98,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.998",,,"PATRIC.313590.8.CP009301.CDS.1107058.1108074.rev","PATRIC","CDS",1107058,1108074,1017,"-","FIG00510130","PLF_326319_00001511","PGF_10372989",,338,,"Transcriptional regulator, AraC family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.999",,,"PATRIC.313590.8.CP009301.CDS.1108120.1108695.rev","PATRIC","CDS",1108120,1108695,576,"-","FIG00006390","PLF_326319_00002032","PGF_01526671",,191,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1000",,,"PATRIC.313590.8.CP009301.CDS.1108692.1109237.rev","PATRIC","CDS",1108692,1109237,546,"-","FIG00796014","PLF_326319_00001384","PGF_01526513",,181,,"Signal-transducing histidine kinase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1001",,,"PATRIC.313590.8.CP009301.CDS.1109240.1109647.rev","PATRIC","CDS",1109240,1109647,408,"-","FIG00481866","PLF_326319_00002393","PGF_01526770",,135,,"Response regulator",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1002",,,"PATRIC.313590.8.CP009301.CDS.1109647.1111854.rev","PATRIC","CDS",1109647,1111854,2208,"-","FIG00002352","PLF_326319_00000811","PGF_03055578",,735,,"Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)","GO:0000155|phosphorelay sensor kinase activity;GO:0000155|histone arginine kinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1003",,,"PATRIC.313590.8.CP009301.CDS.1111859.1115461.rev","PATRIC","CDS",1111859,1115461,3603,"-","FIG00000452","PLF_326319_00000097","PGF_08133459",,1200,,"Multidomain signal transduction protein including CheB-like methylesterase, CheR-like methyltransferase and BaeS-like histidine kinase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1004",,,"PATRIC.313590.8.CP009301.CDS.1115728.1116048.rev","PATRIC","CDS",1115728,1116048,321,"-","FIG00649582","PLF_326319_00002207","PGF_04105233",,106,,"Uncharacterized protein TTC1240",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1005",,,"PATRIC.313590.8.CP009301.CDS.1116133.1116246.fwd","PATRIC","CDS",1116133,1116246,114,"+",,"PLF_326319_00002776","PGF_01526964",,37,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1006",,,"PATRIC.313590.8.CP009301.CDS.1116300.1120601.rev","PATRIC","CDS",1116300,1120601,4302,"-","FIG00000242","PLF_326319_00000123","PGF_02704551",,1433,,"DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)","GO:0003899|DNA-directed RNA polymerase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1007",,,"PATRIC.313590.8.CP009301.CDS.1120698.1124519.rev","PATRIC","CDS",1120698,1124519,3822,"-","FIG00000156","PLF_326319_00000122","PGF_02797402",,1273,,"DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","GO:0003899|DNA-directed RNA polymerase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1008",,,"PATRIC.313590.8.CP009301.CDS.1124714.1125088.rev","PATRIC","CDS",1124714,1125088,375,"-","FIG00000141","PLF_326319_00000543","PGF_00016445",,124,,"LSU ribosomal protein L7p/L12p (P1/P2)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.101",,,"PATRIC.313590.8.CP009301.CDS.112478.116980.rev","PATRIC","CDS",112478,116980,4503,"-","FIG00638284","PLF_326319_00002939","PGF_08225224",,1500,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1009",,,"PATRIC.313590.8.CP009301.CDS.1125145.1125666.rev","PATRIC","CDS",1125145,1125666,522,"-","FIG00000159","PLF_326319_00000363","PGF_01213071",,173,,"LSU ribosomal protein L10p (P0)","GO:0005622|intracellular;GO:0042254|ribosome biogenesis and assembly"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1010",,,"PATRIC.313590.8.CP009301.CDS.1125682.1126380.rev","PATRIC","CDS",1125682,1126380,699,"-","FIG00000264","PLF_326319_00000291","PGF_00016357",,232,,"LSU ribosomal protein L1p (L10Ae)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1011",,,"PATRIC.313590.8.CP009301.CDS.1126402.1126842.rev","PATRIC","CDS",1126402,1126842,441,"-","FIG00000182","PLF_326319_00000367","PGF_07695531",,146,,"LSU ribosomal protein L11p (L12e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1012",,,"PATRIC.313590.8.CP009301.CDS.1126925.1127479.rev","PATRIC","CDS",1126925,1127479,555,"-","FIG00000269","PLF_326319_00001493","PGF_03174068",,184,,"Transcription antitermination protein NusG","GO:0003711|transcription elongation regulator activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1013",,,"PATRIC.313590.8.CP009301.CDS.1127490.1127693.rev","PATRIC","CDS",1127490,1127693,204,"-","FIG00001219","PLF_326319_00000866","PGF_10404070",,67,,"Protein translocase subunit SecE",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1014",,,"PATRIC.313590.8.CP009301.CDS.1127999.1129081.rev","PATRIC","CDS",1127999,1129081,1083,"-","FIG00000039","PLF_326319_00001540","PGF_00060428",,360,,"Translation elongation factor Tu","GO:0005525|GTP binding;GO:0006412|translation"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1015",,,"PATRIC.313590.8.CP009301.CDS.1129908.1130213.rev","PATRIC","CDS",1129908,1130213,306,"-","FIG00001229","PLF_326319_00000989","PGF_01382519",,101,,"Ribosome hibernation promoting factor Hpf",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1016",,,"PATRIC.313590.8.CP009301.CDS.1130282.1131172.rev","PATRIC","CDS",1130282,1131172,891,"-","FIG00936845","PLF_326319_00001392","PGF_04835795",,296,,"Site-specific tyrosine recombinase XerC",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1017",,,"PATRIC.313590.8.CP009301.CDS.1131331.1131525.rev","PATRIC","CDS",1131331,1131525,195,"-","FIG00000178","PLF_326319_00002319","PGF_04034430",,64,,"SSU ribosomal protein S21p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1018",,,"PATRIC.313590.8.CP009301.CDS.1131609.1132793.rev","PATRIC","CDS",1131609,1132793,1185,"-","FIG00009149","PLF_326319_00000522","PGF_10428547",,394,,"Acyl-CoA dehydrogenase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1019",,,"PATRIC.313590.8.CP009301.CDS.1132848.1133732.rev","PATRIC","CDS",1132848,1133732,885,"-","FIG00638284","PLF_326319_00002031","PGF_08225224",,294,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1020",,,"PATRIC.313590.8.CP009301.CDS.1133744.1135432.rev","PATRIC","CDS",1133744,1135432,1689,"-","FIG01374894","PLF_326319_00000010","PGF_00025181",,562,,"Na(+)-linked D-alanine glycine permease",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1021",,,"PATRIC.313590.8.CP009301.CDS.1135527.1136546.rev","PATRIC","CDS",1135527,1136546,1020,"-","FIG00006661","PLF_326319_00000833","PGF_00408775",,339,,"Potassium channel protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1022",,,"PATRIC.313590.8.CP009301.CDS.1136543.1136773.rev","PATRIC","CDS",1136543,1136773,231,"-","FIG00649234","PLF_326319_00002208","PGF_00134736",,76,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1023",,,"PATRIC.313590.8.CP009301.CDS.1136877.1139072.rev","PATRIC","CDS",1136877,1139072,2196,"-","FIG00000422","PLF_326319_00001075","PGF_02030844",,731,,"ATP-dependent DNA helicase RecQ","GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0005622|intracellular;GO:0008026|ATP-dependent helicase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1024",,,"PATRIC.313590.8.CP009301.CDS.1139158.1140123.fwd","PATRIC","CDS",1139158,1140123,966,"+","FIG00000743","PLF_326319_00001252","PGF_00420903",,321,,"D-arabinose-5-phosphate isomerase (EC 5.3.1.13)","GO:0019146|arabinose-5-phosphate isomerase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1025",,,"PATRIC.313590.8.CP009301.CDS.1140123.1140962.fwd","PATRIC","CDS",1140123,1140962,840,"+","FIG00000335","PLF_326319_00001557","PGF_04127376",,279,,"Twin-arginine translocation protein TatC",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1026",,,"PATRIC.313590.8.CP009301.CDS.1141033.1141392.fwd","PATRIC","CDS",1141033,1141392,360,"+","FIG00552587","PLF_326319_00002139","PGF_12662482",,119,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1027",,,"PATRIC.313590.8.CP009301.CDS.1141491.1142228.fwd","PATRIC","CDS",1141491,1142228,738,"+","FIG01956052","PLF_326319_00000413","PGF_00017190",,245,,"Lipopolysaccharide ABC transporter, ATP-binding protein LptB",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1028",,,"PATRIC.313590.8.CP009301.CDS.1142281.1143129.fwd","PATRIC","CDS",1142281,1143129,849,"+","FIG01230295","PLF_326319_00000790","PGF_10693105",,282,,"Phosphoesterase, PA-phosphatase related",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1029",,,"PATRIC.313590.8.CP009301.CDS.1143131.1143508.rev","PATRIC","CDS",1143131,1143508,378,"-","FIG00638284","PLF_326319_00002030","PGF_01526670",,125,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1030",,,"PATRIC.313590.8.CP009301.CDS.1143633.1145069.rev","PATRIC","CDS",1143633,1145069,1437,"-","FIG01343121","PLF_326319_00002326","PGF_00416578",,478,,"Carboxylic ester hydrolase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1031",,,"PATRIC.313590.8.CP009301.CDS.1145091.1145297.rev","PATRIC","CDS",1145091,1145297,207,"-",,"PLF_326319_00003622","PGF_01527472",,68,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1032",,,"PATRIC.313590.8.CP009301.CDS.1145288.1146340.fwd","PATRIC","CDS",1145288,1146340,1053,"+","FIG00897642","PLF_326319_00000919","PGF_00661454",,350,,"Putative two-component system sensor protein, no kinase domain",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1033",,,"PATRIC.313590.8.CP009301.CDS.1146337.1147035.fwd","PATRIC","CDS",1146337,1147035,699,"+","FIG00003808","PLF_326319_00001567","PGF_09666309",,232,,"Two-component transcriptional response regulator, LuxR family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1034",,,"PATRIC.313590.8.CP009301.CDS.1147156.1147839.fwd","PATRIC","CDS",1147156,1147839,684,"+","FIG00000226","PLF_326319_00000339","PGF_02820109",,227,,"GTP cyclohydrolase I (EC 3.5.4.16) type 1","GO:0003934|GTP cyclohydrolase I activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1035",,,"PATRIC.313590.8.CP009301.CDS.1147955.1149439.fwd","PATRIC","CDS",1147955,1149439,1485,"+","FIG00000086","PLF_326319_00000137","PGF_02797400",,494,,"Cysteinyl-tRNA synthetase (EC 6.1.1.16)","GO:0004817|cysteine-tRNA ligase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1036",,,"PATRIC.313590.8.CP009301.CDS.1149439.1149693.fwd","PATRIC","CDS",1149439,1149693,255,"+","FIG00004843","PLF_326319_00000862","PGF_03751658",,84,,"Membrane protein insertion efficiency factor YidD",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1037",,,"PATRIC.313590.8.CP009301.CDS.1149790.1150728.fwd","PATRIC","CDS",1149790,1150728,939,"+","FIG00000985","PLF_326319_00000854","PGF_05621995",,312,,"Prolipoprotein diacylglyceryl transferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1038",,,"PATRIC.313590.8.CP009301.CDS.1150808.1151212.fwd","PATRIC","CDS",1150808,1151212,405,"+","FIG00652342","PLF_326319_00002029","PGF_01526669",,134,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1039",,,"PATRIC.313590.8.CP009301.CDS.1151390.1151542.rev","PATRIC","CDS",1151390,1151542,153,"-","FIG00638284","PLF_326319_00002453","PGF_00064942",,50,,"Uncharacterized protein Fjoh_4981, DUF4295-containing",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1040",,,"PATRIC.313590.8.CP009301.CDS.1151546.1151728.rev","PATRIC","CDS",1151546,1151728,183,"-",,"PLF_326319_00002646","PGF_00016416",,60,,"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1041",,,"PATRIC.313590.8.CP009301.CDS.1151748.1151987.rev","PATRIC","CDS",1151748,1151987,240,"-","FIG00000266","PLF_326319_00000494","PGF_03278866",,79,,"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1042",,,"PATRIC.313590.8.CP009301.CDS.1152179.1153429.rev","PATRIC","CDS",1152179,1153429,1251,"-",,"PLF_326319_00000573","PGF_08110123",,416,,"ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42)","GO:0047631|ADP-ribose diphosphatase activity;GO:0019159|nicotinamide-nucleotide amidase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1043",,,"PATRIC.313590.8.CP009301.CDS.1153430.1153765.rev","PATRIC","CDS",1153430,1153765,336,"-","FIG00654825","PLF_326319_00002028","PGF_00226582",,111,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1044",,,"PATRIC.313590.8.CP009301.CDS.1153767.1154381.rev","PATRIC","CDS",1153767,1154381,615,"-","FIG00007658","PLF_326319_00001165","PGF_04882920",,204,,"Fumarylacetoacetate hydrolase family protein","GO:0003824|catalytic activity;GO:0008152|metabolic process"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1045",,,"PATRIC.313590.8.CP009301.CDS.1154385.1155158.rev","PATRIC","CDS",1154385,1155158,774,"-","FIG01651258","PLF_326319_00001253","PGF_00421164",,257,,"DNA Pol III Epsilon Chain",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1046",,,"PATRIC.313590.8.CP009301.CDS.1155257.1155727.fwd","PATRIC","CDS",1155257,1155727,471,"+",,"PLF_326319_00002777","PGF_01526965",,156,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1047",,,"PATRIC.313590.8.CP009301.CDS.1155759.1156373.fwd","PATRIC","CDS",1155759,1156373,615,"+","FIG00638284","PLF_326319_00001747","PGF_01526559",,204,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1048",,,"PATRIC.313590.8.CP009301.CDS.1156452.1157741.rev","PATRIC","CDS",1156452,1157741,1290,"-","FIG01304883","PLF_326319_00000199","PGF_01797166",,429,,"Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)","GO:0043754|dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1049",,,"PATRIC.313590.8.CP009301.CDS.1157851.1158981.rev","PATRIC","CDS",1157851,1158981,1131,"-","FIG01030833","PLF_326319_00001272","PGF_00756966",,376,,"Glycosyl transferase, group 2 family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1050",,,"PATRIC.313590.8.CP009301.CDS.1159017.1159643.rev","PATRIC","CDS",1159017,1159643,627,"-","FIG00000190","PLF_326319_00000957","PGF_02463284",,208,,"Recombination protein RecR","GO:0003676|nucleic acid binding;GO:0006281|DNA repair;GO:0006304|DNA modification;GO:0006310|DNA recombination"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1051",,,"PATRIC.313590.8.CP009301.CDS.1159693.1160334.rev","PATRIC","CDS",1159693,1160334,642,"-","FIG00069725","PLF_326319_00000868","PGF_00038772",,213,,"Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)","GO:0004719|protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"
