gene_id	gene_name	product	kegg_pathway
MED134_05449	unspecified	NOL1/NOP2/sun family protein	unspecified
MED134_05444	unspecified	endonuclease I	unspecified
MED134_05439	unspecified	hypothetical protein	unspecified
MED134_05434	purL	phosphoribosylformylglycinamidine synthase	00230 Purine metabolism [PATH:dok00230]
MED134_05429	unspecified	cAMP-binding protein	unspecified
MED134_05424	unspecified	DJ-1/PfpI family protein	unspecified
MED134_05419	unspecified	zinc carboxypeptidase	unspecified
MED134_05414	fadD	long-chain-fatty-acid-CoA ligase	00061 Fatty acid biosynthesis [PATH:dok00061],00071 Fatty acid degradation [PATH:dok00071],02024 Quorum sensing [PATH:dok02024]
MED134_05409	unspecified	hypothetical protein	unspecified
MED134_05404	uvrA1	excinuclease ABC, A subunit	03420 Nucleotide excision repair [PATH:dok03420]
MED134_05399	unspecified	putative lysine decarboxylase	unspecified
MED134_05394	unspecified	hypothetical protein	unspecified
MED134_05389	unspecified	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component	unspecified
MED134_05384	unspecified	HD family protein	unspecified
MED134_05379	phbA	acetyl-CoA C-acetyltransferase	00620 Pyruvate metabolism [PATH:dok00620],00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00650 Butanoate metabolism [PATH:dok00650],00071 Fatty acid degradation [PATH:dok00071],00280 Valine, leucine and isoleucine degradation [PATH:dok00280],00310 Lysine degradation [PATH:dok00310],00380 Tryptophan metabolism [PATH:dok00380],00900 Terpenoid backbone biosynthesis [PATH:dok00900],00362 Benzoate degradation [PATH:dok00362],02020 Two-component system [PATH:dok02020]
MED134_05374	unspecified	NlpC/P60 family protein	unspecified
MED134_05369	unspecified	hypothetical protein	unspecified
MED134_05364	gyrA1	DNA gyrase subunit A	unspecified
MED134_05359	unspecified	ATP-dependent Clp protease	unspecified
MED134_05354	unspecified	hypothetical protein	unspecified
MED134_05349	unspecified	hypothetical protein	unspecified
MED134_05344	hutH	histidine ammonia-lyase	00340 Histidine metabolism [PATH:dok00340]
MED134_05339	unspecified	hypothetical protein	unspecified
MED134_05334	folE1	GTP cyclohydrolase I	00790 Folate biosynthesis [PATH:dok00790]
MED134_05329	unspecified	hypothetical protein	unspecified
MED134_05324	lolD	lipoprotein releasing ABC-type transporter	02010 ABC transporters [PATH:dok02010]
MED134_05319	unspecified	hypothetical protein	unspecified
MED134_05314	unspecified	two-component system sensor histidine kinase	unspecified
MED134_05309	unspecified	hypothetical protein	unspecified
MED134_05304	pyrC1	dihydroorotase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_05299	unspecified	hypothetical protein	unspecified
MED134_05294	unspecified	phospholipase/carboxylesterase	unspecified
MED134_05289	unspecified	hypothetical protein	unspecified
MED134_05284	unspecified	metallo-beta-lactamase superfamily protein	unspecified
MED134_05279	unspecified	hypothetical protein	unspecified
MED134_05274	unspecified	redoxin	unspecified
MED134_05269	unspecified	HhH-GPD superfamily base excision DNA repair protein	03410 Base excision repair [PATH:dok03410]
MED134_15422	unspecified	hypothetical protein	unspecified
MED134_05259	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_05254	uvrA3	excinuclease ABC, A subunit	03420 Nucleotide excision repair [PATH:dok03420]
MED134_05249	unspecified	hypothetical protein	unspecified
MED134_05244	unspecified	hypothetical protein	unspecified
MED134_05239	unspecified	hypothetical protein	unspecified
MED134_05234	unspecified	hypothetical protein	unspecified
MED134_05229	unspecified	peptidase family M28	unspecified
MED134_05224	unspecified	peptidase family M20/M25/M40	unspecified
MED134_05219	susC7	TonB dependent/ligand-gated channel	unspecified
MED134_05214	susD1	outer membrane protein	unspecified
MED134_05209	unspecified	peptidase family M20/M25/M40	unspecified
MED134_05204	unspecified	penicillinase repressor	01501 beta-Lactam resistance [PATH:dok01501]
MED134_05199	unspecified	BlaR1 peptidase M56	unspecified
MED134_05194	unspecified	hypothetical protein	unspecified
MED134_05184	unspecified	hypothetical protein	unspecified
MED134_05174	unspecified	ATP-dependent Clp protease	unspecified
MED134_05169	unspecified	hypothetical protein	unspecified
MED134_15440	unspecified	putative membrane protein	unspecified
MED134_05159	unspecified	hypothetical protein	unspecified
MED134_05154	unspecified	Fic protein family	unspecified
MED134_05149	unspecified	hypothetical protein	unspecified
MED134_05144	unspecified	hypothetical protein	unspecified
MED134_05139	unspecified	AhpC/TSA family protein	unspecified
MED134_05134	unspecified	hemolysin-III related protein	unspecified
MED134_05129	unspecified	hypothetical protein	unspecified
MED134_05124	unspecified	DEAD/DEAH box helicase	unspecified
MED134_05119	unspecified	hypothetical protein	unspecified
MED134_05114	rplI	50S ribosomal protein L9	03010 Ribosome [PATH:dok03010]
MED134_05109	rpsR	30S ribosomal protein S18	03010 Ribosome [PATH:dok03010]
MED134_05104	rpsF	30S ribosomal protein S6	03010 Ribosome [PATH:dok03010]
MED134_05099	unspecified	two-component system response regulator	unspecified
MED134_05094	unspecified	DEAD/DEAH box helicase	03440 Homologous recombination [PATH:dok03440]
MED134_05089	unspecified	hypothetical protein	unspecified
MED134_05084	unspecified	hypothetical protein	unspecified
MED134_05079	unspecified	YihY family protein	unspecified
MED134_05074	nadC	nicotinate-nucleotide pyrophosphorylase [carboxylating]	00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
MED134_05069	unspecified	putative SPOUT methyltransferase	unspecified
MED134_05064	unspecified	hypothetical protein	unspecified
MED134_05059	unspecified	Ham1 family protein	00230 Purine metabolism [PATH:dok00230]
MED134_05054	unspecified	DEAD/DEAH box helicase	03018 RNA degradation [PATH:dok03018]
MED134_05049	unspecified	hypothetical protein	unspecified
MED134_05044	unspecified	SpoU rRNA methylase family protein	unspecified
MED134_05039	unspecified	Sir2 family protein	00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
MED134_05034	unspecified	hypothetical protein	unspecified
MED134_05029	unspecified	hypothetical protein	unspecified
MED134_05024	unspecified	hypothetical protein	unspecified
MED134_05019	unspecified	hypothetical protein	unspecified
MED134_05014	unspecified	hypothetical protein	unspecified
MED134_05009	chlI1	magnesium-chelatase subunit ChlI	00860 Porphyrin metabolism [PATH:dok00860]
MED134_05004	unspecified	hypothetical protein	unspecified
MED134_04999	unspecified	putative cell adhesion protein	unspecified
MED134_04994	unspecified	hypothetical protein	unspecified
MED134_04989	unspecified	hypothetical protein	unspecified
MED134_04984	unspecified	OsmC-like protein	unspecified
MED134_04979	unspecified	hypothetical protein	unspecified
MED134_04974	unspecified	hypothetical protein	unspecified
MED134_04969	unspecified	hypothetical protein	unspecified
MED134_04964	sodC	superoxide dismutase [Cu-Zn]	unspecified
MED134_04959	unspecified	preprotein translocase, YajC subunit	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070],02024 Quorum sensing [PATH:dok02024]
MED134_04954	unspecified	hypothetical protein	unspecified
MED134_04949	unspecified	NusB family protein	unspecified
MED134_04944	unspecified	ABC transporter, ATP-binding and permease protein	02010 ABC transporters [PATH:dok02010]
MED134_04939	unspecified	hypothetical protein	unspecified
MED134_04934	unspecified	hypothetical protein	unspecified
MED134_04929	unspecified	endoribonuclease L-PSP	unspecified
MED134_04924	unspecified	hypothetical protein	unspecified
MED134_04919	unspecified	hypothetical protein	unspecified
MED134_04914	unspecified	hypothetical protein	unspecified
MED134_04909	unspecified	alpha/beta hydrolase	unspecified
MED134_04904	unspecified	hypothetical protein	unspecified
MED134_04899	hisA	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	00340 Histidine metabolism [PATH:dok00340]
MED134_04894	hisH	amidotransferase HisH	00340 Histidine metabolism [PATH:dok00340]
MED134_04889	hisB	histidine biosynthesis bifunctional protein hisB	00340 Histidine metabolism [PATH:dok00340]
MED134_04884	hisC	histidinol-phosphate aminotransferase	00340 Histidine metabolism [PATH:dok00340],00350 Tyrosine metabolism [PATH:dok00350],00360 Phenylalanine metabolism [PATH:dok00360],00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400],00401 Novobiocin biosynthesis [PATH:dok00401]
MED134_04879	hisD	histidinol dehydrogenase	00340 Histidine metabolism [PATH:dok00340]
MED134_04874	hisG	ATP phosphoribosyltransferase	00340 Histidine metabolism [PATH:dok00340]
MED134_04869	unspecified	type VI secretion system OmpA/MotB family protein	unspecified
MED134_04864	unspecified	hypothetical protein	unspecified
MED134_04859	unspecified	hypothetical protein	unspecified
MED134_04854	unspecified	SPFH/band 7 family protein	unspecified
MED134_04849	unspecified	hypothetical protein	unspecified
MED134_04844	unspecified	short chain dehydrogenase	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_04839	sucD	succinyl-CoA synthetase, alpha subunit	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00640 Propanoate metabolism [PATH:dok00640],00660 C5-Branched dibasic acid metabolism [PATH:dok00660]
MED134_04834	unspecified	hypothetical protein	unspecified
MED134_04829	lpxD1	UDP-3-O-3-hydroxymyristoyl glucosamine N-acyltransferase	00540 Lipopolysaccharide biosynthesis [PATH:dok00540]
MED134_04824	efp	translation elongation factor P (EF-P)	unspecified
MED134_04819	lpxA	acyl-[acyl-carrier-protein]-UDP-N- acetylglucosamine O-acyltransferase	00540 Lipopolysaccharide biosynthesis [PATH:dok00540],01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]
MED134_04814	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	00061 Fatty acid biosynthesis [PATH:dok00061],00540 Lipopolysaccharide biosynthesis [PATH:dok00540]
MED134_04809	lpxD3	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	00540 Lipopolysaccharide biosynthesis [PATH:dok00540]
MED134_04804	unspecified	HD superfamily phosphohydrolase	unspecified
MED134_04799	unspecified	two-component system response regulator	unspecified
MED134_04794	unspecified	hypothetical protein	unspecified
MED134_04789	unspecified	hypothetical protein	unspecified
MED134_04784	unspecified	transcription regulator, AraC family	unspecified
MED134_04779	unspecified	transcription regulator, AraC family	unspecified
MED134_04774	unspecified	putative P-loop hydrolase UPF0079	unspecified
MED134_15519	unspecified	hypothetical protein	unspecified
MED134_04769	unspecified	hypothetical protein	unspecified
MED134_15521	unspecified	hypothetical protein	unspecified
MED134_13756	unspecified	hypothetical protein	unspecified
MED134_04764	unspecified	hypothetical protein	02024 Quorum sensing [PATH:dok02024]
MED134_04759	unspecified	hypothetical protein	unspecified
MED134_04754	gyrA3	DNA topoisomerase IV subunit A	unspecified
MED134_04749	gyrB1	DNA topoisomerase IV subunit B	unspecified
MED134_04744	unspecified	hypothetical protein	unspecified
MED134_04739	unspecified	transcription regulator, AraC family	unspecified
MED134_04734	unspecified	acyl carrier protein	00061 Fatty acid biosynthesis [PATH:dok00061]
MED134_04729	fabB	3-oxoacyl-[acyl-carrier-protein] synthase II	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_04724	fabZ	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_04719	unspecified	short chain dehydrogenase	00061 Fatty acid biosynthesis [PATH:dok00061]
MED134_04714	unspecified	3-oxoacyl-[acyl-carrier-protein (ACP)] synthase III	unspecified
MED134_04709	unspecified	methyltransferase	unspecified
MED134_04704	unspecified	FAD dependent oxidoreductase	unspecified
MED134_04699	unspecified	OmpA family protein	unspecified
MED134_04694	unspecified	hypothetical protein	unspecified
MED134_04689	unspecified	hypothetical protein	unspecified
MED134_04684	unspecified	2-oxoisovalerate dehydrogenase, E1 component, alpha and beta subunit	00640 Propanoate metabolism [PATH:dok00640],00280 Valine, leucine and isoleucine degradation [PATH:dok00280],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_04679	unspecified	NAD dependent epimerase/dehydratase family protein	unspecified
MED134_04674	unspecified	2OG-Fe(II) oxygenase superfamily protein	unspecified
MED134_04669	unspecified	translation initiation factor SUI1	unspecified
MED134_04664	unspecified	hypothetical protein	unspecified
MED134_04659	udp	uridine phosphorylase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_04654	ppk3	polyphosphate kinase	00190 Oxidative phosphorylation [PATH:dok00190],03018 RNA degradation [PATH:dok03018]
MED134_04649	unspecified	ABC-type transporter periplasmic component	unspecified
MED134_04639	ung	uracil-DNA glycosylase	03410 Base excision repair [PATH:dok03410]
MED134_04634	mutS1	DNA mismatch repair protein MutS	03430 Mismatch repair [PATH:dok03430]
MED134_04629	unspecified	hypothetical protein	unspecified
MED134_04624	unspecified	hypothetical protein	unspecified
MED134_04619	unspecified	hypothetical protein	unspecified
MED134_04614	unspecified	polysaccharide transporter	unspecified
MED134_04609	unspecified	glycosyl transferase group 1	unspecified
MED134_04604	unspecified	hypothetical protein	unspecified
MED134_04599	hisS	histidyl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_04594	unspecified	ABC transporter, permease protein	unspecified
MED134_04589	unspecified	sodium/solute symporter	unspecified
MED134_04584	unspecified	hypothetical protein	unspecified
MED134_04579	unspecified	hypothetical protein	unspecified
MED134_04574	unspecified	RDD family protein	unspecified
MED134_04569	unspecified	hypothetical protein	unspecified
MED134_04564	unspecified	hypothetical protein	unspecified
MED134_04559	unspecified	hypothetical protein	unspecified
MED134_04554	unspecified	hypothetical protein	unspecified
MED134_04549	unspecified	MoxR-like ATPase	unspecified
MED134_04544	unspecified	hypothetical protein	unspecified
MED134_04539	purB	adenylosuccinate lyase	00230 Purine metabolism [PATH:dok00230],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]
MED134_04534	unspecified	GntP family permease	unspecified
MED134_04529	gntK	gluconokinase	00030 Pentose phosphate pathway [PATH:dok00030]
MED134_04524	unspecified	hypothetical protein	unspecified
MED134_04519	unspecified	hypothetical protein	unspecified
MED134_04514	unspecified	hypothetical protein	unspecified
MED134_04509	unspecified	aldehyde dehydrogenase family protein	00650 Butanoate metabolism [PATH:dok00650],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250],00310 Lysine degradation [PATH:dok00310],00350 Tyrosine metabolism [PATH:dok00350],00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
